Group,Num,Time,Priority,Category,Message,Source,Destination,Notes,Rule
9,14,UTC 11/01/2014 11:02:55.096,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,15,UTC 11/01/2014 11:03:08.432,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
9,16,UTC 11/01/2014 11:03:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57878,X1","173.240.220.68,80,X1",TCP HTTP,
9,17,UTC 11/01/2014 11:04:11.784,Notice,Network Access,UDP packet dropped,"173.240.220.50,59882,X1","173.240.220.255,137",NetBios NS UDP,
9,18,UTC 11/01/2014 11:04:11.800,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2429,X0",Port: 2429,
9,19,UTC 11/01/2014 11:04:15.800,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,20,UTC 11/01/2014 11:04:16.784,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,21,UTC 11/01/2014 11:04:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57893,X1","173.240.220.68,80,X1",TCP HTTP,
9,22,UTC 11/01/2014 11:04:57.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57896,X1","173.240.220.68,80,X1",TCP HTTP,
9,23,UTC 11/01/2014 11:05:18.112,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2434,X0",Port: 2434,
9,24,UTC 11/01/2014 11:05:18.112,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,25,UTC 11/01/2014 11:05:43.640,Notice,Network Access,UDP packet dropped,"173.240.220.50,52412,X1","173.240.220.255,137",NetBios NS UDP,
9,26,UTC 11/01/2014 11:05:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57907,X1","173.240.220.68,80,X1",TCP HTTP,
9,27,UTC 11/01/2014 11:06:17.848,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2438,X0",Port: 2438,
9,28,UTC 11/01/2014 11:06:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57924,X1","173.240.220.68,80,X1",TCP HTTP,
9,29,UTC 11/01/2014 11:07:05.192,Notice,Network Access,UDP packet dropped,"79.2.123.11,15927,X1,host11-123-dynamic.2-79-r.retail.telecomitalia.it","173.240.220.68,26965,X1",Port: 26965,
9,30,UTC 11/01/2014 11:07:05.448,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,31,UTC 11/01/2014 11:07:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57939,X1","173.240.220.68,80,X1",TCP HTTP,
9,32,UTC 11/01/2014 11:07:49.304,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
9,33,UTC 11/01/2014 11:07:56.592,Notice,Network Access,UDP packet from LAN dropped,"172.30.3.212,68,X0,sideshow.complab.eng","255.255.255.255,67",UDP Port: 67,
9,34,UTC 11/01/2014 11:08:11.848,Notice,Network Access,UDP packet dropped,"78.37.47.139,58034,X1,ip78-37-47-139.onego.ru","173.240.220.68,26965,X1",Port: 26965,
9,35,UTC 11/01/2014 11:08:12.528,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,36,UTC 11/01/2014 11:08:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57956,X1","173.240.220.68,80,X1",TCP HTTP,
9,37,UTC 11/01/2014 11:08:50.704,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2451,X0",Port: 2451,
9,38,UTC 11/01/2014 11:09:01.432,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,39,UTC 11/01/2014 11:09:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57974,X1","173.240.220.68,80,X1",TCP HTTP,
9,40,UTC 11/01/2014 11:09:50.448,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2453,X0",Port: 2453,
9,41,UTC 11/01/2014 11:10:03.896,Notice,Network Access,UDP packet dropped,"78.37.47.139,58034,X1,ip78-37-47-139.onego.ru","173.240.220.68,26965,X1",Port: 26965,
9,42,UTC 11/01/2014 11:10:21.000,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,43,UTC 11/01/2014 11:10:40.288,Notice,Network Access,TCP connection dropped,"220.130.215.134,32906,X1","173.240.220.68,23,X1",Telnet,
9,44,UTC 11/01/2014 11:10:40.576,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
9,45,UTC 11/01/2014 11:10:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57990,X1","173.240.220.68,80,X1",TCP HTTP,
9,46,UTC 11/01/2014 11:10:50.176,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2458,X0",Port: 2458,
9,47,UTC 11/01/2014 11:11:23.656,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,48,UTC 11/01/2014 11:11:25.608,Notice,Network Access,UDP packet dropped,"178.49.195.105,13874,X1,l49-195-105.cn.ru","173.240.220.68,37283,X1",Port: 37283,
9,49,UTC 11/01/2014 11:11:49.288,Notice,Network Access,Web management request allowed,"216.255.240.34,58012,X1","173.240.220.68,80,X1",TCP HTTP,
9,50,UTC 11/01/2014 11:11:50.560,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2460,X0",Port: 2460,
9,51,UTC 11/01/2014 11:12:36.800,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,52,UTC 11/01/2014 11:12:39.304,Notice,Network Access,UDP packet dropped,"173.240.220.50,52382,X1","173.240.220.255,137",NetBios NS UDP,
9,53,UTC 11/01/2014 11:12:49.288,Notice,Network Access,Web management request allowed,"216.255.240.34,58033,X1","173.240.220.68,80,X1",TCP HTTP,
9,54,UTC 11/01/2014 11:12:50.304,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2464,X0",Port: 2464,
9,55,UTC 11/01/2014 11:13:24.400,Notice,Network Access,TCP connection dropped,"91.236.75.11,54952,X1","173.240.220.68,21320,X1",Port: 21320,
9,56,UTC 11/01/2014 11:13:48.384,Notice,Network Access,Web management request allowed,"204.212.170.10,25704,X1,snwlhosted.com","173.240.220.68,80,X1",TCP HTTP,
9,57,UTC 11/01/2014 11:13:50.384,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2467,X0",Port: 2467,
9,58,UTC 11/01/2014 11:14:19.096,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,59,UTC 11/01/2014 11:14:48.816,Notice,Network Access,UDP packet dropped,"78.37.47.139,58034,X1,ip78-37-47-139.onego.ru","173.240.220.68,26965,X1",Port: 26965,
9,60,UTC 11/01/2014 11:14:49.304,Notice,Network Access,Web management request allowed,"216.255.240.34,58065,X1","173.240.220.68,80,X1",TCP HTTP,
9,61,UTC 11/01/2014 11:14:50.416,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2469,X0",Port: 2469,
9,62,UTC 11/01/2014 11:15:49.320,Notice,Network Access,Web management request allowed,"216.255.240.34,58082,X1","173.240.220.68,80,X1",TCP HTTP,
9,63,UTC 11/01/2014 11:15:50.160,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2474,X0",Port: 2474,
9,64,UTC 11/01/2014 11:16:04.160,Notice,Network Access,UDP packet dropped,"174.112.224.96,60198,X1,cpebc14012d31f3-cmbc14012d31f0.cpe.net.cable.rogers.com","173.240.220.68,31585,X1",Port: 31585,
9,65,UTC 11/01/2014 11:16:22.336,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
9,66,UTC 11/01/2014 11:16:49.320,Notice,Network Access,Web management request allowed,"216.255.240.34,58095,X1","173.240.220.68,80,X1",TCP HTTP,
9,67,UTC 11/01/2014 11:16:50.544,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2479,X0",Port: 2479,
9,68,UTC 11/01/2014 11:17:14.656,Notice,Network Access,UDP packet dropped,"81.163.152.133,57164,X1","173.240.220.68,31585,X1",Port: 31585,
9,69,UTC 11/01/2014 11:17:30.256,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,70,UTC 11/01/2014 11:17:41.944,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,71,UTC 11/01/2014 11:17:49.336,Notice,Network Access,Web management request allowed,"216.255.240.34,58111,X1","173.240.220.68,80,X1",TCP HTTP,
9,72,UTC 11/01/2014 11:17:50.272,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2486,X0",Port: 2486,
9,73,UTC 11/01/2014 11:17:53.784,Notice,Network Access,TCP connection dropped,"194.187.48.247,32701,X1","173.240.220.68,5631,X1",PC Anywhere TCP,
9,74,UTC 11/01/2014 11:18:24.288,Notice,Network Access,UDP packet dropped,"81.163.152.133,57164,X1","173.240.220.68,31585,X1",Port: 31585,
9,75,UTC 11/01/2014 11:18:49.336,Notice,Network Access,Web management request allowed,"216.255.240.34,58127,X1","173.240.220.68,80,X1",TCP HTTP,
9,76,UTC 11/01/2014 11:18:50.720,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2490,X0",Port: 2490,
9,77,UTC 11/01/2014 11:19:35.080,Notice,Network Access,UDP packet dropped,"173.240.220.50,50499,X1","173.240.220.255,137",NetBios NS UDP,
9,78,UTC 11/01/2014 11:19:49.352,Notice,Network Access,Web management request allowed,"216.255.240.34,58145,X1","173.240.220.68,80,X1",TCP HTTP,
9,79,UTC 11/01/2014 11:19:50.256,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,80,UTC 11/01/2014 11:20:04.352,Notice,Network Access,Web management request allowed,"216.255.240.34,58147,X1","173.240.220.68,80,X1",TCP HTTP,
9,81,UTC 11/01/2014 11:20:04.640,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2496,X0",Port: 2496,
9,82,UTC 11/01/2014 11:20:17.864,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2497,X0",Port: 2497,
9,83,UTC 11/01/2014 11:20:49.352,Notice,Network Access,Web management request allowed,"216.255.240.34,58158,X1","173.240.220.68,80,X1",TCP HTTP,
9,84,UTC 11/01/2014 11:20:51.144,Notice,Network Access,UDP packet dropped,"75.67.22.141,17659,X1,c-75-67-22-141.hsd1.ma.comcast.net","173.240.220.68,31585,X1",Port: 31585,
9,85,UTC 11/01/2014 11:20:54.816,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,86,UTC 11/01/2014 11:21:17.864,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2502,X0",Port: 2502,
9,87,UTC 11/01/2014 11:21:33.416,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,88,UTC 11/01/2014 11:21:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58178,X1","173.240.220.68,80,X1",TCP HTTP,
9,89,UTC 11/01/2014 11:22:17.944,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2506,X0",Port: 2506,
9,90,UTC 11/01/2014 11:22:21.784,Notice,Network Access,UDP packet dropped,"173.240.220.50,53703,X1","173.240.220.255,137",NetBios NS UDP,
9,91,UTC 11/01/2014 11:22:39.096,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,92,UTC 11/01/2014 11:22:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58193,X1","173.240.220.68,80,X1",TCP HTTP,
9,93,UTC 11/01/2014 11:22:59.304,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
9,94,UTC 11/01/2014 11:23:22.432,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
9,95,UTC 11/01/2014 11:23:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58209,X1","173.240.220.68,80,X1",TCP HTTP,
9,96,UTC 11/01/2014 11:23:59.816,Notice,Network Access,UDP packet dropped,"78.92.139.248,13883,X1,4e5c8bf8.catv.pool.telekom.hu","173.240.220.68,56122,X1",Port: 56122,
9,97,UTC 11/01/2014 11:24:21.352,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,98,UTC 11/01/2014 11:24:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58232,X1","173.240.220.68,80,X1",TCP HTTP,
9,99,UTC 11/01/2014 11:24:50.384,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2516,X0",Port: 2516,
9,100,UTC 11/01/2014 11:25:34.448,Notice,Network Access,UDP packet dropped,"173.240.220.50,60037,X1","173.240.220.255,137",NetBios NS UDP,
9,101,UTC 11/01/2014 11:25:38.416,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
9,102,UTC 11/01/2014 11:25:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58246,X1","173.240.220.68,80,X1",TCP HTTP,
9,103,UTC 11/01/2014 11:25:50.752,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2521,X0",Port: 2521,
9,104,UTC 11/01/2014 11:26:07.848,Notice,Network Access,TCP connection dropped,"186.0.202.188,21636,X1","173.240.220.68,26965,X1",Port: 26965,
9,105,UTC 11/01/2014 11:26:10.576,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,106,UTC 11/01/2014 11:26:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58264,X1","173.240.220.68,80,X1",TCP HTTP,
9,107,UTC 11/01/2014 11:26:49.432,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
9,108,UTC 11/01/2014 11:26:57.832,Notice,Network Access,UDP packet dropped,"79.2.123.11,15927,X1,host11-123-dynamic.2-79-r.retail.telecomitalia.it","173.240.220.68,26965,X1",Port: 26965,
9,109,UTC 11/01/2014 11:27:40.272,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,110,UTC 11/01/2014 11:27:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58281,X1","173.240.220.68,80,X1",TCP HTTP,
9,111,UTC 11/01/2014 11:27:50.240,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2529,X0",Port: 2529,
9,112,UTC 11/01/2014 11:28:14.864,Notice,Network Access,TCP connection dropped,"186.0.202.188,21969,X1","173.240.220.68,26965,X1",Port: 26965,
9,113,UTC 11/01/2014 11:28:15.208,Notice,Network Access,UDP packet dropped,"186.0.202.188,26767,X1","173.240.220.68,26965,X1",Port: 26965,
9,114,UTC 11/01/2014 11:28:45.048,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,115,UTC 11/01/2014 11:28:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58302,X1","173.240.220.68,80,X1",TCP HTTP,
9,116,UTC 11/01/2014 11:28:50.624,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2532,X0",Port: 2532,
9,117,UTC 11/01/2014 11:29:17.496,Notice,Network Access,UDP packet dropped,"173.240.220.50,33601,X1","173.240.220.255,137",NetBios NS UDP,
9,118,UTC 11/01/2014 11:29:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58317,X1","173.240.220.68,80,X1",TCP HTTP,
9,119,UTC 11/01/2014 11:30:17.656,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
9,120,UTC 11/01/2014 11:30:17.688,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2538,X0",Port: 2538,
9,121,UTC 11/01/2014 11:30:29.288,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,122,UTC 11/01/2014 11:30:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58336,X1","173.240.220.68,80,X1",TCP HTTP,
9,123,UTC 11/01/2014 11:31:17.864,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2541,X0",Port: 2541,
9,124,UTC 11/01/2014 11:31:37.432,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
9,125,UTC 11/01/2014 11:31:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58350,X1","173.240.220.68,80,X1",TCP HTTP,
9,126,UTC 11/01/2014 11:31:48.624,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,127,UTC 11/01/2014 11:32:17.864,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2545,X0",Port: 2545,
9,128,UTC 11/01/2014 11:32:38.384,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
9,129,UTC 11/01/2014 11:32:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58364,X1","173.240.220.68,80,X1",TCP HTTP,
9,130,UTC 11/01/2014 11:33:03.848,Notice,Network Access,TCP connection dropped,"186.0.202.188,22540,X1","173.240.220.68,26965,X1",Port: 26965,
9,131,UTC 11/01/2014 11:33:08.160,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
9,132,UTC 11/01/2014 11:33:18.048,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2552,X0",Port: 2552,
9,133,UTC 11/01/2014 11:33:43.416,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
10,1,UTC 11/01/2014 11:33:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58380,X1","173.240.220.68,80,X1",TCP HTTP,
10,2,UTC 11/01/2014 11:34:17.864,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2555,X0",Port: 2555,
10,3,UTC 11/01/2014 11:34:23.624,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
10,4,UTC 11/01/2014 11:34:36.832,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
10,5,UTC 11/01/2014 11:34:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58394,X1","173.240.220.68,80,X1",TCP HTTP,
10,6,UTC 11/01/2014 11:34:57.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58397,X1","173.240.220.68,80,X1",TCP HTTP,
10,7,UTC 11/01/2014 11:35:07.144,Notice,Network Access,UDP packet dropped,"95.52.204.135,58926,X1","173.240.220.68,25091,X1",Port: 25091,
10,8,UTC 11/01/2014 11:35:17.864,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2558,X0",Port: 2558,
10,9,UTC 11/01/2014 11:35:47.864,Notice,Network Access,Web management request allowed,"216.255.240.34,58409,X1","173.240.220.68,80,X1",TCP HTTP,
10,10,UTC 11/01/2014 11:36:13.208,Notice,Network Access,UDP packet dropped,"173.240.220.50,39675,X1","173.240.220.255,137",NetBios NS UDP,
10,11,UTC 11/01/2014 11:36:17.864,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2563,X0",Port: 2563,
10,12,UTC 11/01/2014 11:36:24.096,Notice,Network Access,TCP connection dropped,"85.25.43.94,26970,X1,rim.census.shodan.io","173.240.220.68,19,X1",Port: 19,
10,13,UTC 11/01/2014 11:36:30.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.3.212,68,X0,sideshow.complab.eng","255.255.255.255,67",UDP Port: 67,
10,14,UTC 11/01/2014 11:36:47.848,Notice,Network Access,Web management request allowed,"216.255.240.34,58426,X1","173.240.220.68,80,X1",TCP HTTP,
10,15,UTC 11/01/2014 11:37:17.864,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2567,X0",Port: 2567,
10,16,UTC 11/01/2014 11:37:26.640,Notice,Network Access,UDP packet dropped,"83.86.75.232,6881,X1,53564be8.cm-6-7b.dynamic.ziggo.nl","173.240.220.68,31585,X1",Port: 31585,
